Longitude,Latitude
-7.3982103,4.0768427
-7.399157,4.0729373
-7.3961948,4.0778038
-7.378216,4.0644255
-7.3998913,4.0725047
-7.399464,4.076574
-7.399065,4.0751048
-7.3974467,4.0757388
-7.3965618,4.076265
-7.4008495,4.0704548
-7.3980172,4.0783888
-7.3962685,4.0755917
-7.3983117,4.0738727
-7.3988192,4.073798
-7.3980895,4.0730695
-7.3985572,4.0778198
-7.3986323,4.0746015
-7.3955308,4.0782633
-7.3952283,4.0786417
-7.3977758,4.0773807
-7.397229,4.0762373
-7.3989698,4.0720257
-7.4001847,4.0735748
-7.3979712,4.0749385
-7.399126,4.0750425
-7.3984465,4.0764503
-7.393701,4.0759737
-7.4005247,4.0743317
-7.3955588,4.0779532
-7.3928512,4.0763577
-7.3959423,4.0774183
-7.3981837,4.0766068
-7.4001563,4.0716005
-7.3996217,4.0742993
-7.3989563,4.0759203
-7.398358,4.072617
-7.397349,4.079465
-7.395122,4.0774347
-7.3982532,4.077225
-7.3966042,4.0754247
-7.3964367,4.0771158
-7.3953792,4.078534
-7.3965017,4.0806605
-7.3964003,4.0773475
-7.3991745,4.0777703
-7.3990867,4.069991
-7.3994283,4.0726808
-7.3962733,4.0763368
-7.3979425,4.0739982
-7.3953933,4.0785308
-7.3985065,4.0739898
-7.3986344,4.0778727
-7.3999643,4.0733347
-7.3979525,4.0771756
-7.3996465,4.0764192
-7.3983436,4.0726027
-7.3989303,4.0730182
-7.3968018,4.0760892
-7.3991432,4.0727186
-7.398284,4.0767228
-7.4007731,4.0714807
-7.3948538,4.0782444
-7.3997379,4.0721112
-7.3994351,4.0721274
-7.4000565,4.0718353
-7.3980478,4.0764518
-7.3955555,4.0776127
-7.3985012,4.0768917
-7.3964615,4.077762
-7.3991333,4.0750425
-7.3959595,4.0782637
-7.3976377,4.0756172
-7.3956755,4.0775052
-7.3999935,4.076142
-7.3955065,4.0771505
-7.3970225,4.079396
-7.3878185,4.0685845
-7.3969255,4.07667
-7.3962738,4.0765692
-7.3959895,4.0770507
-7.3976442,4.0744058
-7.3981483,4.0724652
-7.3980675,4.0747262
-7.3957197,4.0762177
-7.3964472,4.0760472
-7.3960738,4.0775717
-7.3963663,4.076843
-7.3989365,4.075735
-7.3982382,4.0762552
-7.3968047,4.076254
-7.3984788,4.0768837
-7.3992382,4.0753668
-7.401125,4.0715863
-7.3954218,4.0766298
-7.3986603,4.0754228
-7.3953543,4.0785377
-7.3975548,4.0786228
-7.3968943,4.0761437
-7.3981022,4.0747455
-7.3972638,4.0749077
-7.3985442,4.07595
-7.401051,4.0710902
-7.3967895,4.0765477
-7.3977363,4.075347
-7.3982305,4.0760367
-7.3982225,4.0772677
-7.396667,4.076748
-7.396834,4.0791562
-7.4004322,4.0708145
-7.3994437,4.0736772
-7.398871,4.0732048
-7.399387,4.0734448
-7.399822,4.073037
-7.3989448,4.0767808
-7.3968312,4.0762145
-7.4009677,4.0726017
-7.3986015,4.0757232
-7.3985988,4.0777697
-7.3951888,4.0769358
-7.4001345,4.0746648
-7.3957482,4.078548
-7.3994055,4.0751177
-7.3863117,4.0769848
-7.3980272,4.0765505
-7.3994902,4.0760008
-7.3960092,4.0762245
-7.3928508,4.0769192
-7.3986378,4.072606
-7.396823,4.0764618
-7.3963452,4.077438
-7.3981898,4.0769847
-7.39716,4.0746197
-7.3981693,4.0775445
-7.3990057,4.0733925
-7.397721,4.0756972
-7.3982638,4.0729765
-7.3969137,4.0800918
-7.3969532,4.0761255
-7.397364,4.0764093
-7.4002917,4.0749522
-7.4016215,4.0714935
-7.3954428,4.0769797
-7.383082,4.0759288
-7.3972252,4.0763063
-7.3977713,4.0759013
-7.3999192,4.0724947
-7.3924428,4.0831165
-7.396824,4.0762808
-7.3981228,4.0781105
-7.394549,4.075282
-7.3987112,4.0729478
-7.3982093,4.076285
-7.398637,4.0722103
-7.396212,4.0779202
-7.400818,4.074882
-7.3979125,4.0755303
-7.3986147,4.073068
-7.386265,4.0768908
-7.3987255,4.073307
-7.3990592,4.074959
-7.3985675,4.0747072
-7.3957588,4.0768395
-7.3985575,4.0744537
-7.396202,4.0779482
-7.3983735,4.0752448
-7.379014,4.0643672
-7.397472,4.075482
-7.3955783,4.0777938
-7.3980752,4.0765523
-7.398784,4.075433
-7.3987813,4.0764622
-7.400214,4.0724627
-7.395755,4.0781455
-7.3980262,4.0752623
-7.3980702,4.0747462
-7.3991942,4.0731093
-7.397993,4.0760672
-7.3959948,4.0758405
-7.3976545,4.0790873
-7.3966488,4.07523
-7.3972555,4.0761953
-7.3979467,4.0754977
-7.3981552,4.0783367
-7.3992043,4.0759283
-7.396446,4.0763878
-7.3982537,4.077533
-7.3994097,4.0745898
-7.3972302,4.0765905
-7.3971293,4.0760813
-7.3976782,4.075093
-7.3973912,4.0744077
-7.3977625,4.0753062
-7.3993752,4.0721212
-7.3803245,4.0648412
-7.39539,4.078174
-7.3984923,4.0751575
-7.398608,4.0768957
-7.398724,4.0760167
-7.3957515,4.0769982
-7.39836,4.076621
-7.3982822,4.0767112
-7.3980012,4.074084
-7.3967057,4.0767152
-7.398114,4.072053
-7.3972137,4.0794345
-7.395568,4.0779152
-7.3986795,4.072982
-7.3776927,4.0646152
-7.4004025,4.0720812
-7.398346,4.0760602
-7.3958018,4.0800907
-7.3992327,4.0749522
-7.3957677,4.0717782
-7.3952832,4.0786585
-7.3988547,4.0748585
-7.3990428,4.0766653
-7.3960823,4.0769882
-7.39593887329102,4.07802696228027
-7.40171737670898,4.0705394744873
-7.39915237426758,4.07351150512695
-7.39828872680664,4.07719764709473
-7.4006244,4.0733947
-7.3978306,4.0754405
-7.3987072,4.0750973
-7.3994023,4.0751666
-7.399038,4.0735083
-7.3955697,4.0776547
-7.4015627,4.0715964
-7.40082702636719,4.07369003295898
-7.40027465820313,4.07286682128906
-7.398737,4.0751012
-7.396249,4.0761246
-7.3975225,4.0733206
-7.3962006,4.0776591
-7.3987131,4.0759458
-7.3958994,4.0780942
-7.3972523,4.0764337
-7.3981411,4.0750683
-7.3944959,4.0779251
-7.3992198,4.0734582
-7.3982317,4.0757352
-7.3960197,4.0770597
-7.3959758,4.0771022
-7.3990383,4.0761483
-7.3951435,4.074567
-7.4005995,4.0739955
-7.3991707,4.0722172
-7.39876,4.0755615
-7.3830432,4.0759531
-7.3993113,4.073674
-7.3977892,4.0786408
-7.3974283,4.075745
-7.4001777,4.0734837
-7.3975267,4.0745635
-7.3988648,4.0769058
-7.3986294,4.0726167
-7.3988733,4.0769305
-7.4007608,4.0743392
-7.3991347,4.0746167
-7.3986138,4.073935
-7.3970907,4.0788127
-7.3987305,4.0724332
-7.399783,4.0764002
-7.3991935,4.0749385
-7.3989058,4.0763432
-7.4004516,4.0747856
-7.3962107,4.0779344
-7.3960066,4.0820112
-7.3982333,4.0748608
-7.3955378,4.0772788
-7.3980916,4.0767851
-7.3992457,4.0749462
-7.4005168,4.0719164
-7.4005093,4.0741577
-7.3972735,4.0763485
-7.3982266,4.0767523
-7.3968173,4.0757544
-7.3997352,4.0736259
-7.39740753173828,4.07472114562988
-7.37767105102539,4.06453704833984
-7.39812088012695,4.07379608154297
-7.3997297,4.071747
-7.3968562,4.0767809
-7.3964412,4.0807471
-7.3975041,4.0753087
-7.4001204,4.0729317
-7.3958732,4.0768198
-7.400637,4.0733799
-7.4003489,4.0722244
-7.3975891,4.0761262
-7.3982894,4.0766452
-7.3973849,4.0755788
-7.398166,4.0761606
-7.3951703,4.0774428
-7.3972412109375,4.07564239501953
-7.4001361,4.0731754
-7.4001927,4.0750969
-7.3964427,4.0792306
-7.3951475,4.0782994
-7.3989854,4.074185
-7.3994111,4.0750917
-7.3977569,4.0749272
-7.4006262,4.0723227
-7.39688,4.0764
-7.4004672,4.0746905
-7.3978519,4.0761929
-7.3946112,4.0777122
-7.3968657,4.0791671
-7.3972761,4.0753605
-7.3961268,4.0769001
-7.3970054,4.0796815
-7.3958724,4.0781238
-7.3943692,4.0788836
-7.3981134,4.0747582
-7.3990863,4.0733931
-7.3995539,4.0736725
-7.3789967,4.0646832
-7.3970087,4.0755266
-7.3992385,4.0758922
-7.398981,4.0734245
-7.3948902,4.0773488
-7.3964172,4.0756803
-7.3988992,4.073671
-7.3976702,4.0755842
-7.400442,4.0747808
-7.4000175,4.074301
-7.3989862,4.075681
-7.400905,4.0713837
-7.3965165,4.0759425
-7.4000128,4.0759958
-7.3992108,4.0749062
-7.3956902,4.0767305
-7.396786,4.0760183
-7.3982758,4.0739327
-7.3961,4.0769862
-7.398461,4.0764223
-7.3955865,4.077964
-7.3974323,4.075354
-7.3979358,4.0735758
-7.3980767,4.078213
-7.3965878,4.0762182
-7.3950948,4.077898
-7.399363,4.0756963
-7.388532,4.0773057
-7.3963115,4.0767525
-7.3978585,4.0777935
-7.378193,4.064482
-7.3989972,4.0740992
-7.3980533,4.0730547
-7.3976492,4.0733537
-7.3992308,4.072483
-7.3991633,4.0739213
-7.3994537,4.0750777
-7.3986472,4.0777055
-7.3951413,4.0770048
-7.3994377,4.0745797
-7.4014825,4.0709493
-7.3776732,4.0645367
-7.3982147,4.0774985
-7.3975033,4.0755537
-7.4000108,4.0734762
-7.3981992,4.075193
-7.3969153,4.0754112
-7.3961487,4.0760438
-7.397733,4.0719493
-7.3986588,4.0734117
-7.3953367,4.0789062
-7.3948023,4.0774713
-7.3963162,4.0757673
-7.3992272,4.0748937
-7.396319,4.0765877
-7.3953687,4.077092
-7.397927,4.0766548
-7.3956108,4.0782112
-7.395363,4.07712
-7.4008352,4.0728142
-7.3959612,4.0711363
-7.3961085,4.0768893
-7.3989882,4.0734143
-7.3948172,4.077895
-7.3990283,4.0756323
-7.4005872,4.0745298
-7.3935182,4.0800508
-7.3982448,4.0739562
-7.4006817,4.074401
-7.3990135,4.0719277
-7.3992875,4.0758173
-7.399082,4.0718115
-7.3963283,4.0776877
-7.3985398,4.0747722
-7.398035,4.0783215
-7.3986908,4.0736513
-7.3967773,4.0751882
-7.3981073,4.0774072
-7.3985317,4.0768515
-7.400199,4.0730195
-7.3988838,4.0740377
-7.3979757,4.0781232
-7.3966553,4.0764825
-7.3946973,4.0776267
-7.3971702,4.0797323
-7.3966682,4.0769992
-7.400137,4.0741262
-7.3959423,4.077105
-7.3885193,4.0772845
-7.3979558,4.0723625
-7.395316,4.0788532
-7.3977432,4.0725853
-7.3944047,4.0779798
-7.3945773,4.0778205
-7.4001355,4.0731007
-7.399677,4.074251
-7.3972857,4.0744585
-7.3994205,4.0751335
-7.3992563,4.0758377
-7.4008173,4.071455
-7.3973722,4.0748043
-7.3958012,4.0765325
-7.3955935,4.0782037
-7.3978688,4.0751652
-7.4009353,4.0716312
-7.3972402,4.0747195
-7.3971213,4.0754963
-7.394971,4.0807242
-7.3988387,4.0748835
-7.4007168,4.0725722
-7.3956325,4.077887
-7.3951443,4.0770073
-7.3979287,4.0743712
-7.3988555,4.0737188
-7.3978173,4.0736628
-7.3989677,4.0772405
-7.3989905,4.073403
-7.3972322,4.074646
-7.3975992,4.0781452
-7.3978263,4.0745603
-7.3953327,4.0767667
-7.3988672,4.0722548
-7.3971968,4.0754195
-7.3950452,4.0783695
-7.4006968,4.0729367
-7.3981037,4.074682
-7.4015772,4.0710845
-7.3982338,4.0774382
-7.3992838,4.0752942
-7.3953535,4.0767168
-7.3986282,4.0729555
-7.3990022,4.074662
-7.3965017,4.0791123
-7.3990802,4.075155
-7.399433,4.0750207
-7.3994855,4.073991
-7.4006713,4.0730878
-7.3971213,4.0763793
-7.3944433,4.083485
-7.396241,4.0773255
-7.3962595,4.0762947
-7.3953462,4.0785405
-7.3950225,4.077139
-7.3990518,4.0756197
-7.3979018,4.0784997
-7.3961242,4.076047
-7.3959217,4.0771518
-7.3988877,4.0774245
-7.3955932,4.0779027
-7.3991063,4.0750883
-7.399105,4.0733943
-7.3957953,4.0769391
-7.400076,4.0725633
-7.3970942,4.0760145
-7.4006483,4.07487
-7.400522,4.0722148
-7.3984002,4.0725002
-7.3977063,4.0761168
-7.3957125,4.0770842
-7.396798,4.080161
-7.3955715,4.077957
-7.3966328,4.0804308
-7.4004137,4.0707105
-7.3982958,4.0759448
-7.4036107,4.0729875
-7.4007498,4.0715517
-7.3974617,4.075719
-7.3968532,4.0766068
-7.3967365,4.0760568
-7.3855755,4.0948007
-7.4003612,4.070604
-7.3956432,4.077177
-7.4083013,4.0773612
-7.397255,4.0749167
-7.3994223,4.0741073
-7.3975013,4.0755853
-7.3977752,4.0758553
-7.400614,4.071985
-7.3996913,4.0747303
-7.3988453,4.0754725
-7.3966708,4.076423
-7.398635,4.0699475
-7.398032,4.075329
-7.3967545,4.0771452
-7.3938877,4.0749492
-7.399102,4.0742255
-7.3994267,4.0742818
-7.399161,4.0744713
-7.3985008,4.0748195
-7.3971857,4.0756053
-7.3977778,4.0751133
-7.3964193,4.0772343
-7.3976352,4.0761992
-7.3985983,4.0732858
-7.3969833,4.0757882
-7.3999005,4.0754848
-7.4003128,4.0732513
-7.3987363,4.0750612
-7.4012477,4.0677672
-7.397981,4.0749278
-7.3984927,4.0759293
-7.4014745,4.0711132
-7.3954102,4.0770447
-7.3981403,4.0747253
-7.4002102,4.0740405
-7.3952375,4.0784577
-7.4014582,4.0707193
-7.3991717,4.0744375
-7.4005138,4.0720287
-7.3957143,4.077751
-7.3983083,4.0763507
-7.3978657,4.0748542
-7.3956948,4.076604
-7.4005982,4.0745695
-7.3980497,4.0749663
-7.399082,4.0745595
-7.3870653,4.0773653
-7.3960148,4.077071
-7.398746,4.0749542
-7.395949,4.0766097
-7.3984238,4.0761757
-7.3998632,4.0735007
-7.3975202,4.0757357
-7.3953338,4.0787713
-7.399295,4.0742505
-7.3971488,4.0764072
-7.3953333,4.0771672
-7.3980423,4.0738735
-7.3984352,4.0749365
-7.3953045,4.0771183
-7.3992443,4.0748977
-7.3972838,4.0689602
-7.3972397,4.0749735
-7.4252193,4.0583097
-7.3970783,4.0793813
-7.3988133,4.0755662
-7.3978967,4.0754683
-7.399051,4.0755947
-7.397254,4.075807
-7.3972133,4.0767113
-7.3967935,4.0760492
-7.3954212,4.0778535
-7.3975818,4.0757402
-7.3977707,4.0777027
-7.3959525,4.0762573
-7.397318,4.07562
-7.3975747,4.0748788
-7.3989045,4.0777157
-7.3804198,4.0650125
-7.397903,4.0747477
-7.3996463,4.0741395
-7.3995247,4.0739665
-7.3983417,4.075525
-7.3949712,4.0781112
-7.3982767,4.0763747
-7.3972297,4.0754587
-7.3993943,4.0752262
-7.3948247,4.0778842
-7.3970025,4.0752838
-7.3987988,4.0749285
-7.3958873,4.0767195
-7.3967898,4.076538
-7.4002095,4.0750437
-7.4006725,4.0730695
-7.3981385,4.0769113
-7.4006373,4.0739425
-7.3962325,4.0776323
-7.3978402,4.0785808
-7.3986167,4.0761817
-7.3958648,4.0764453
-7.3983565,4.0762252
-7.3997123,4.0742198
-7.4004713,4.0707718
-7.396965,4.0842422
-7.399211,4.0724097
-7.3979675,4.0763572
-7.3995438,4.072496
-7.3960136,4.076199
-7.3971961,4.076016
-7.3989401,4.0761242
-7.3990604,4.0756157
-7.4002855,4.0760528
-7.3973659,4.0751602
-7.3991533,4.0750077
-7.3990027,4.0736937
-7.3971239,4.0755072
-7.3994751,4.0745357
-7.3959977,4.0813747
-7.3947182,4.0784303
-7.3982823,4.0758295
-7.4007775,4.0708918
-7.3999377,4.0729805
-7.3993273,4.0722118
-7.3974698,4.0793292
-7.3978693,4.0727935
-7.3971738,4.074465
-7.4011192,4.0708767
-7.3987208,4.072044
-7.398085,4.0781897
-7.3982208,4.0692392
-7.3979172,4.0740383
-7.3976808,4.0788507
-7.3988485,4.0723115
-7.397735,4.07843
-7.3955535,4.0694712
-7.3999537,4.0738723
-7.3998032,4.0763948
-7.3984343,4.0677948
-7.396077,4.0801737
-7.3872725,4.0841307
-7.398958,4.0720498
-7.3990053,4.0748
-7.4000667,4.0727217
-7.3994332,4.072471
-7.3999872,4.0728563
-7.3973998,4.0793898
-7.3992402,4.0748773
-7.4006298,4.0741473
-7.4006262,4.0739325
-7.4007835,4.0740532
-7.3969687,4.0689467
-7.3960867,4.0709342
-7.3963803,4.071061
-7.3989285,4.0763695
-7.3888183,4.0745397
-7.3997045,4.0720645
-7.3994853,4.0754465
-7.3979272,4.0752033
-7.3990818,4.0734933
-7.3986675,4.0762595
-7.39998,4.0738703
-7.4011513,4.0718137
-7.39907,4.0761062
-7.3987148,4.0729425
-7.400472,4.0730408
-7.3992485,4.074543
-7.3993172,4.0745585
-7.3984952,4.0728068
-7.4002558,4.0750003
-7.3978607,4.073672
-7.399617,4.0726243
-7.398731,4.0733333
-7.3985868,4.0758977
-7.400622,4.0743885
-7.397972,4.0755775
-7.3967052,4.0757663
-7.399284,4.0733727
-7.399949,4.0728335
-7.3988192,4.0759973
-7.4002745,4.0739327
-7.3861985,4.0730263
-7.3982533,4.077205
-7.378684,4.064537
-7.3998837,4.0728007
-7.3952512,4.081076
-7.398886,4.072687
-7.3955822,4.0772257
-7.3987777,4.0745533
-7.3984985,4.0732207
-7.3971968,4.0757922
-7.3987645,4.0728698
-7.3997783,4.0763957
-7.3991137,4.0685652
-7.3882352,4.062572
-7.4005097,4.074649
-7.4008703,4.0716022
-7.4000318,4.073777
-7.39936294555664,4.0751522064209
-7.39578399658203,4.07179412841797
-7.39970169067383,4.07601051330566
-7.39967727661133,4.07477989196777
-7.39891967773437,4.07582664489746
-7.3970376,4.0759047
-7.3959472,4.0782796
-7.3998927,4.0745668
-7.3988993,4.075859
-7.3991579,4.0760557
-7.4008109,4.0712323
-7.3976167,4.0748357
-7.397028,4.0755867
-7.4007372,4.071561
-7.3982237,4.0778957
-7.3978568,4.0724502
-7.3948333,4.0781107
-7.398653,4.0745487
-7.398451,4.0736772
-7.3999278,4.0730332
-7.397947,4.0755657
-7.3982657,4.076663
-7.3862685,4.0768387
-7.397154,4.079474
-7.398607,4.075569
-7.3962265,4.0810477
-7.3937118,4.0798442
-7.3986417,4.0756015
-7.3973565,4.0751862
-7.398354,4.0726022
-7.3997208,4.073665
-7.3992082,4.0684377
-7.3983145,4.0759782
-7.3955872,4.0767867
-7.4002587,4.0733657
-7.3977327,4.0738417
-7.3970492,4.0757802
-7.3972397,4.0762267
-7.400451,4.0727782
-7.400066,4.0732065
-7.3871205,4.0773817
-7.393489,4.079656
-7.3979702,4.0735017
-7.3985827,4.0749515
-7.3974052,4.0752307
-7.3961278,4.0770047
-7.3970377,4.075789
-7.3987797,4.0765097
-7.378609,4.0646867
-7.3990767,4.0750625
-7.3988942,4.0721737
-7.4002902,4.0751322
-7.3994675,4.07212
-7.3981992,4.0746067
-7.3972627,4.0761642
-7.3984535,4.0754452
-7.3949607,4.079627
-7.3987045,4.0760017
-7.3953645,4.0779482
-7.3972787,4.0759727
-7.4002845,4.0734272
-7.3958148,4.0719445
-7.3995067,4.0744142
