Id|DriverId|UserId|Departure|Destination|Price|Rate|DepLatitude|DepLongitude|DesLatitude|DesLongitude|TripsStatus|PlateNo|CancelUser|CreateDate|UpdateDate|payType|tripStarted
4580|37|148|Uzunçiftlik Hürriyet, Söðütler Sk. No:12, 41250 Kartepe/Kocaeli, Türkiye|Gedikli, Unnamed Road, 41001 Ýzmit/Kocaeli, Türkiye|45,00|5|40,756027|30,029702|40,816612|30,105473|True|41T4007 |False|2020-08-26 17:10:34.113000000|2020-08-26 17:28:46.790000000|1|True
4581|38|150|Uzunçiftlik Hürriyet, Ersin Sk. No:20, 41250 Kartepe/Kocaeli, Türkiye|Balören Mh., Balören Köyü Yolu No:10, 41001 Ýzmit/Kocaeli, Türkiye|110,00|5|40,761195|30,030526|40,847843|30,107498|True|41T4065 |False|2020-08-26 17:11:14.350000000|2020-08-26 17:43:46.753000000|1|True
4582|41|151|Uzunçiftlik Hürriyet, Ersin Sk. No:14, 41250 Kartepe/Kocaeli, Türkiye|Orhaniye, 41001 Ýzmit/Kocaeli, Türkiye|90,00|5|40,760718|30,030448|40,839337|30,067881|True|41T4103 |False|2020-08-26 17:12:51.087000000|2020-08-26 17:39:58.123000000|1|True
4583|46|154|Uzunçiftlik Hürriyet, Damlar Sk. No:7, 41250 Kartepe/Kocaeli, Türkiye|Ketenciler, 41250 Kartepe/Kocaeli, Türkiye|41,50|5|40,759862|30,026695|40,768194|30,122170|True|41T4085 |False|2020-08-26 17:14:12.993000000|2020-08-26 17:24:40.160000000|1|True
4584|47|155|Yavuz Ozer Cad 1-2 Sepetlipýnar Mah. Baþiskele|Feza Sokak 11 Sepetlipýnar Mah. Baþiskele|12,00|5|40,708199|29,878375|40,709865|29,881845|True|41T4032 |False|2020-08-26 17:14:44.463000000|2020-08-26 17:17:27.123000000|1|True
4585|48|157|Uzunçiftlik Hürriyet, Mareþal Fevzi Çakmak Cd. No:11, 41250 Kartepe/Kocaeli, Türkiye|Uzunbey, Unnamed Road, 41180 Kartepe/Kocaeli, Türkiye|24,00|5|40,756185|30,030634|40,767877|30,040334|True|41T4011 |False|2020-08-26 17:16:32.703000000|2020-08-26 17:27:51.250000000|1|True
4586|49|158|Þehit Turgut Çiçek Caddesi, Meridyen Elite Sitesi, B1 Blok, Daire 2, Dumlupýnar, 41250 Kartepe/Kocaeli, Türkiye|Doðantepe Mh., Kanal Sk. No:35, 41090 Baþiskele/Kocaeli, Türkiye|44,00|5|40,761797|30,026467|40,695008|29,992884|True|41T4061 |False|2020-08-26 17:18:25.483000000|2020-08-26 17:37:44.483000000|1|True
4587|50|159|Camili Sokak 11/2 Sepetlipýnar Mah. Baþiskele|Sanayi Caddesi 31 Sepetlipýnar Mah. Baþiskele|12,00|5|40,715651|29,875547|40,709952|29,876860|True|41T4027 |False|2020-08-26 17:19:01.627000000|2020-08-26 17:23:43.157000000|1|True
4588|51|160|Osman Þenol Caddesi 20–22 Sepetlipýnar Mah. Baþiskele|Sanayi Caddesi 63 Sepetlipýnar Mah. Baþiskele|12,00|5|40,714236|29,880141|40,709817|29,875053|True|41T4108 |False|2020-08-26 17:19:20.753000000|2020-08-26 17:24:57.467000000|1|True
4589|52|161|Gençaða Sokak 7 Kullar Yakacýk Mah. Baþiskele|Cem Sultan Sokak 30 Fatih Sultan Mehmet Mah. Kartepe|23,00|5|40,717769|29,979847|40,728769|30,016802|True|41T4058 |False|2020-08-27 10:24:01.383000000|2020-08-27 10:40:46.430000000|1|True
4591|53|162|Mehmet Akif Caddesi 41 Rahmiye Mah. Kartepe|Arif Nihat Asya Caddesi 10 Çiftlik Mah. Gölcük|77,00|5|40,718131|30,016164|40,708884|29,844376|True|41T4057 |False|2020-08-27 10:27:08.293000000|2020-08-27 10:56:43.720000000|1|True
4594|54|135|Balören Sokak  Durhasan Mah. Izmit|Gedikli Mah. Izmit |123,00|5|40,798307|30,025956|40,742965|30,150010|True|41T4024 |False|2020-08-27 10:38:53.920000000|2020-08-27 11:02:17.943000000|1|True
4595|57|143|  Durhasan Mah. Izmit|Gedikli Mah. Izmit |50,00|5|40,788700|30,050136|40,826483|30,124199|True|41T4022 |False|2020-08-27 11:02:56.647000000|2020-08-27 11:26:19.437000000|1|True
4596|58|397|  Ovacýk Mah. Baþiskele|Beykoz Caddesi 69 Arslanbey Mah. Kartepe|37,00|5|40,741369|29,985148|40,687239|30,031869|True|41T4080 |False|2020-08-27 11:05:15.103000000|2020-08-27 11:21:43.643000000|1|True
4598|61|144|  Rahmiye Mah. Kartepe|Beykoz Caddesi 87 Arslanbey Mah. Kartepe|30,00|5|40,717348|30,000367|40,685584|30,030493|True|41T4087 |False|2020-08-27 11:11:01.253000000|2020-08-27 11:24:40.020000000|1|True
4600|37|147|Engin Sokak 16 Rahmiye Mah. Kartepe|Biberoglu Mah. Izmit|100,00|5|40,725034|30,005596|40,808322|30,091934|True|41T4007 |False|2020-08-27 11:12:59.820000000|2020-08-27 11:54:19.780000000|1|True
4601|38|241|Sakýp Sabancý Caddesi 141 Dumlupýnar Mah. Kartepe|Seyrantepe Sokak 2 Hisareyn Merkez Mah. Gölcük|83,00|5|40,754908|30,015609|40,697159|29,856840|True|41T4065 |False|2020-08-27 11:15:17.870000000|2020-08-27 11:35:42.723000000|1|True
4602|41|372|Kýlýç Sokak 18 Yaylacýk Mah. Baþiskele|  Irsadiye Mah. Gölcük|84,00|5|40,728314|29,980540|40,617216|29,886169|True|41T4103 |False|2020-08-27 11:17:43.953000000|2020-08-27 11:37:10.013000000|1|True
4603|46|125|  Köseköy Mah. Kartepe|Yunus Emre Caddesi 98 Barbaros Mah. Basiskele|12,00|5|40,743579|29,998168|40,707756|29,937195|True|41T4085 |False|2020-08-27 11:20:17.830000000|2020-08-27 11:35:42.127000000|1|True
4604|47|170|Üresin Sokak 1 Fatih Sultan Mehmet Mah. Kartepe|Ketenciler Mah. Kartepe|70,00|5|40,747293|30,011713|40,756955|30,155920|True|41T4032 |False|2020-08-27 11:20:55.597000000|2020-08-27 11:45:01.730000000|1|True
4605|48|327|  Alikahya Atatürk Mah. Izmit|Kaymaz Erikli Mah. Kandira|150,00|5|40,788397|30,027915|40,931102|30,162251|True|41T4011 |False|2020-08-27 11:21:28.393000000|2020-08-27 11:07:54.440000000|1|True
4606|49|359|Derviþoðlu Sokak 11 Kullar Yakacýk Mah. Baþiskele|Ataç Sokak 12 Ataevler Mah. Kartepe|46,00|5|40,721184|29,980401|40,743460|30,036232|True|41T4061 |False|2020-08-27 11:21:51.863000000|2020-08-27 11:39:20.013000000|1|True
4607|50|294|  Rahmiye Mah. Kartepe|41-25  Sapakpinar Mah. Izmit|100,00|5|40,715247|30,006199|40,816046|30,171442|True|41T4027 |False|2020-08-27 11:22:17.723000000|2020-08-27 11:51:41.123000000|1|True
4608|51|417|Salim Derviþoðlu Caddesi 332 Ovacýk Mah. Baþiskele|Bayraktar Mah. Izmit|60,00|5|40,747286|29,986878|40,781870|30,076495|True|41T4108 |False|2020-08-27 11:22:58.023000000|2020-08-27 11:40:10.123000000|1|True
4609|52|334|Ýzmit Caddesi 324 Rahmiye Mah. Kartepe|Armutlu Sokak 15 Alikahya Fatih Mah. Izmit|35,00|5|40,723158|30,010387|40,771808|29,994635|True|41T4058 |False|2020-08-27 11:23:38.720000000|2020-08-27 11:38:24.423000000|1|True
4610|53|131|Ankara Caddesi  Köseköy Mah. Kartepe|Mahmut Çavus Caddesi 21 Körfez Mah. Basiskele|60,00|5|40,753909|29,995296|40,706490|29,922006|True|41T4057 |False|2020-08-27 11:24:15.377000000|2020-08-27 11:40:19.730000000|1|True
4611|54|378|Turnaoðlu Caddesi 75 Alikahya Atatürk Mah. Izmit|Cami Karsi Sokak 6 Damlar Mah. Basiskele|65,00|5|40,774485|30,022102|40,697525|29,917963|True|41T4024 |False|2020-08-27 11:24:33.660000000|2020-08-27 11:44:13.427000000|1|True
4612|57|273|Dolunay Sokak 17–19 Fatih Sultan Mehmet Mah. Kartepe|Yasam Sokak 1–11 Erenler Mah. Izmit|40,00|5|40,747214|30,024062|40,771948|29,943049|True|41T4022 |False|2020-08-27 11:25:17.817000000|2020-08-27 11:40:16.497000000|1|True
4613|58|160|Þehit Turgut Çiçek Caddesi 4 Ertuðul Gazi Mah. Kartepe|Yazgan Sokak 23 Yesilyurt Mah. Basiskele|50,00|5|40,757533|30,024544|40,714685|29,950465|True|41T4080 |False|2020-08-27 11:25:57.833000000|2020-08-27 11:40:17.400000000|1|True
4614|61|378|  Köseköy Mah. Kartepe|D-130 Karayolu Cd. 34 Seymen Mah. Basiskele|60,00|5|40,752090|30,003908|40,710061|29,904563|True|41T4087 |False|2020-08-27 11:26:25.083000000|2020-08-27 11:40:19.403000000|1|True
4615|37|168|  Ovacýk Mah. Baþiskele|Kurtdere Mah. Izmit|110,00|5|40,736573|29,983262|40,774660|30,168217|True|41T4007 |False|2020-08-27 11:26:54.897000000|2020-08-27 11:57:16.497000000|1|True
4616|38|150|Cumhuriyet Caddesi 100 Uzunbey Mah. Kartepe|Çubukluosmaniye Mah. Izmit|100,00|5|40,760557|30,047165|40,856218|30,046831|True|41T4065 |False|2020-08-27 11:27:34.070000000|2020-08-27 11:56:30.300000000|1|True
4617|41|162|Kuzey Marmara Otoyolu  Durhasan Mah. Izmit|Ketenciler Mah. Kartepe|100,00|5|40,792670|30,037776|40,756071|30,121595|True|41T4103 |False|2020-08-27 11:28:12.557000000|2020-08-27 11:59:13.420000000|1|True
4618|46|368|  Uzunbey Mah. Kartepe|Yuvacik Yakacik Mah. Basiskele|70,00|5|40,773158|30,059236|40,672270|29,990542|True|41T4085 |False|2020-08-27 11:28:31.307000000|2020-08-27 11:52:43.107000000|1|True
4619|47|231|1. Cadde  Alikahya Atatürk Mah. Izmit|Gürgenli Yakup Sok 9 Damlar Mah. Basiskele|80,00|5|40,774300|30,046817|40,688187|29,919123|True|41T4032 |False|2020-08-27 11:28:55.230000000|2020-08-27 11:53:49.403000000|1|True
4620|48|160|  Alikahya Atatürk Mah. Izmit|Sehitlik Sokak 30 Mehmetaga Mah. Basiskele|57,00|5|40,784319|30,028919|40,727560|29,986050|True|41T4011 |False|2020-08-27 11:30:35.043000000|2020-08-27 11:52:50.187000000|1|True
4621|49|298|Birinci Sokak 20 Yaylacýk Mah. Baþiskele|Kocaeli-Sakarya Yolu 197 Uzunçiftlik Mah. Kartepe|58,00|5|40,721816|29,979215|40,744871|30,078779|True|41T4061 |False|2020-08-27 11:31:39.703000000|2020-08-27 11:48:16.727000000|1|True
4622|50|430|Reform Caddesi 58 Uzunbey Mah. Kartepe|Durhasan Mah. Izmit-süre:23|55,00|5|40,763154|30,051740|40,790378|30,040709|True|41T4027 |False|2020-08-27 11:32:08.873000000|2020-08-27 11:55:52.013000000|1|True
4623|51|421|Bahar Sokak 56–96 Eseler Mah. Izmit|Ortaburun Merkez Mevkii Küme Evleri 79–88 Ortaburun Mah. Izmit|70,00|5|40,779263|30,065160|40,790568|30,193099|True|41T4108 |False|2020-08-27 11:33:34.957000000|2020-08-27 12:02:13.467000000|1|True
4624|52|426|Dereboyu Sokak 37 Mehmetaða Mah. Baþiskele|Engin Sokak 33 Ovacik Mah. Basiskele|12,00|5|40,728069|29,990770|40,726090|30,004864|True|41T4058 |False|2020-08-27 11:34:14.533000000|2020-08-27 11:56:15.643000000|1|True
4625|53|250|  Durhasan Mah. Izmit|Muhacir Sokak 16–38 Mehmetaga Mah. Basiskele|50,00|5|40,782395|30,055149|40,729056|29,986867|True|41T4057 |False|2020-08-27 11:34:38.737000000|2020-08-27 11:54:24.247000000|1|True
4626|54|358|Alsancak Caddesi 217 Ovacýk Mah. Baþiskele|Hamdi Tasdemir Caddesi 102–282 Yuvacik Yakacik Mah. Basiskele|45,00|5|40,741768|29,981439|40,661909|29,958530|True|41T4024 |False|2020-08-27 11:35:20.300000000|2020-08-27 11:54:05.250000000|1|True
4627|57|352|2. Cadde  Alikahya Atatürk Mah. Izmit|Eseler Mah. Izmit|55,00|5|40,771912|30,036082|40,783628|30,070456|True|41T4022 |False|2020-08-27 11:36:00.723000000|2020-08-27 12:02:32.360000000|1|True
4629|61|301|  Rahmiye Mah. Kartepe|Kevser Caddesi 49 Hisareyn Merkez Mah. Gölcük|71,00|5|40,715530|30,000990|40,693284|29,861051|True|41T4087 |False|2020-08-27 11:36:34.287000000|2020-08-27 11:50:34.943000000|1|True
4630|37|374|Veysel Karani Caddesi 150 Rahmiye Mah. Kartepe|Salim Dervisoglu Caddesi  Cumhuriyet Mah. Izmit|68,00|5|40,719742|30,027630|40,759664|29,887580|True|41T4007 |False|2020-08-27 11:37:10.087000000|2020-08-27 12:03:26.657000000|1|True
4631|38|155|Sonmez Sok 31 Köseköy Mah. Kartepe|  Eseler Mah. Izmit|47,00|5|40,746286|30,003174|40,776411|30,064538|True|41T4065 |False|2020-08-27 11:37:40.010000000|2020-08-27 11:54:04.563000000|1|True
4632|41|148|Solaklar Mevkii Küme Evleri 42B Durhasan Mah. Izmit|Sanayici Caddesi 81 Dumlupinar Mah. Kartepe|46,00|5|40,796876|30,037395|40,761981|29,997786|True|41T4103 |False|2020-08-27 11:38:02.727000000|2020-08-27 11:56:46.520000000|1|True
4633|46|151|  Alikahya Atatürk Mah. Izmit|Yuvacik Yakacik Mah. Basiskele|75,00|5|40,779740|30,044961|40,679708|29,986085|True|41T4085 |False|2020-08-27 11:38:50.527000000|2020-08-27 12:09:16.427000000|1|True
4634|47|164|  Alikahya Atatürk Mah. Izmit|Izmit Sanayi Sitesi 1 Cad 201 Sanayi Mah. Izmit|65,00|5|40,786599|30,038106|40,746987|29,952261|True|41T4032 |False|2020-08-27 11:39:27.027000000|2020-08-27 12:02:34.367000000|1|True
4635|48|393|Solaklar Mevkii Küme Evleri  Alikahya Atatürk Mah. Izmit|D-130 Karayolu Cd. 76 Mahmutpasa Mah. Basiskele|60,00|5|40,790620|30,031852|40,731105|29,956572|True|41T4011 |False|2020-08-27 11:39:46.760000000|2020-08-27 11:59:21.137000000|1|True
4636|49|273|Aydýn Sokak 3 Ertuðul Gazi Mah. Kartepe|  Alikahya Atatürk Mah. Izmit|65,00|5|40,753382|30,039632|40,787757|30,017654|True|41T4061 |False|2020-08-27 11:40:18.777000000|2020-08-27 12:03:21.520000000|1|True
4637|50|365|Cumhuriyet Caddesi 23 Doðantepe Mah. Baþiskele|  Karaabdülbaki Mah. Izmit|102,00|5|40,709661|29,999763|40,799830|30,165772|True|41T4027 |False|2020-08-27 11:41:01.920000000|2020-08-27 12:07:06.427000000|1|True
4638|51|157|Ýncir Kökü Sokak 3–15 Yaylacýk Mah. Baþiskele|Somuncu Baba Sokak 1 Serdar Mah. Basiskele|24,00|5|40,727571|29,983445|40,709681|29,944207|True|41T4108 |False|2020-08-27 11:41:41.983000000|2020-08-27 11:50:40.123000000|1|True
4639|52|159|Güvener Sokak 5 Rahmiye Mah. Kartepe|  Havuzlubahçe Mah. Basiskele|77,00|5|40,725532|30,017320|40,671531|29,893946|True|41T4058 |False|2020-08-27 11:42:03.357000000|2020-08-27 12:21:42.190000000|1|True
4640|53|170|Akik Sokak 21 Ovacýk Mah. Baþiskele|Gazi Sokak 14 Fatih Sultan Mehmet Mah. Kartepe|30,00|5|40,730954|29,994261|40,737723|30,038156|True|41T4057 |False|2020-08-27 11:42:33.093000000|2020-08-27 11:56:23.427000000|1|True
4641|54|314|Baþyiðit Caddesi 142-3 Karadenizliler Mah. Baþiskele|  Eseler Mah. Izmit|78,00|5|40,735650|29,979166|40,787252|30,057127|True|41T4024 |False|2020-08-27 11:43:23.390000000|2020-08-27 12:22:12.427000000|1|True
4642|57|390|Turan Güneþ Caddesi  Uzunbey Mah. Kartepe|  Hisareyn Merkez Mah. Gölcük|100,00|5|40,763391|30,037473|40,693168|29,854226|True|41T4022 |False|2020-08-27 11:43:49.940000000|2020-08-27 12:07:43.457000000|1|True
4643|58|154|Ýncirdibi Sokak 13 Mehmetaða Mah. Baþiskele|    Emekevler Mah. Kartepe|54,00|5|40,725510|29,986739|40,742192|30,081790|True|41T4080 |False|2020-08-27 11:44:22.563000000|2020-08-27 11:59:05.413000000|1|True
4644|61|193|Alçýpan Sokak  Ovacýk Mah. Baþiskele|    Pasadag Mah. Basiskele|29,00|5|40,751809|29,985903|40,704591|29,983591|True|41T4087 |False|2020-08-27 11:44:42.237000000|2020-08-27 11:55:11.427000000|1|True
4645|37|348|Bahar Sokak 7 Eseler Mah. Izmit|   Dagköy Mah. Izmitt|54,00|5|40,791587|30,058418|40,815379|30,091235|True|41T4007 |False|2020-08-27 11:45:26.143000000|2020-08-27 12:10:13.653000000|1|True
4646|38|158|  Alikahya Atatürk Mah. Izmit|  Balaban Sokak 24 Fatih Sultan Mehmet Mah. Kartepe|36,00|5|40,771389|30,038938|40,737470|30,017598|True|41T4065 |False|2020-08-27 11:46:02.240000000|2020-08-27 12:01:14.123000000|1|True
4647|41|224|1. Cadde  Alikahya Atatürk Mah. Izmit|  Tabiat Sokak 16 Rahmiye Mah. Kartepe|50,00|5|40,773895|30,045654|40,711355|30,015063|True|41T4103 |False|2020-08-27 11:50:02.747000000|2020-08-27 12:12:16.753000000|1|True
4648|46|171|  Uzunbey Mah. Kartepe|  Bahardali Sokak 6 Yahyakaptan Mah. Izmit|44,00|5|40,770193|30,056574|40,763876|29,979747|True|41T4085 |False|2020-08-27 11:50:22.573000000|2020-08-27 12:04:54.163000000|1|True
4649|47|198|Turnaoðlu Caddesi 231 Alikahya Atatürk Mah. Izmit| Yarisalani Caddesi 62B Kullar Yakacik Mah. Basiskele|50,00|5|40,777956|30,043863|40,718752|29,980807|True|41T4032 |False|2020-08-27 11:50:39.217000000|2020-08-27 12:11:40.163000000|1|True
4650|48|130|  Rahmiye Mah. Kartepe|   Serdar Mah. Basiskele|41,00|5|40,717759|30,009018|40,716121|29,941058|True|41T4011 |False|2020-08-27 11:51:18.950000000|2020-08-27 12:08:15.437000000|1|True
4651|49|388|Yayla Sokak 6 Köseköy Mah. Kartepe|Aloz Ali Sokak 21 Yesilyurt Mah. Basiskele|36,00|5|40,742757|30,008747|40,716454|29,951533|True|41T4061 |False|2020-08-27 11:51:53.780000000|2020-08-27 12:05:42.147000000|1|True
4652|50|193|Akif Sokak 13 Rahmiye Mah. Kartepe| Topallar Caddesi 77 Köseköy Mah. Kartepe|20,00|5|40,713637|30,017912|40,731240|30,003414|True|41T4027 |False|2020-08-27 11:52:13.733000000|2020-08-27 12:00:36.460000000|1|True
4653|51|374|Lale Sokak 5 Ýstasyon Mah. Kartepe|     Rahmiye Mah. Kartepe|31,00|5|40,751979|30,018778|40,712432|30,006962|True|41T4108 |False|2020-08-27 11:52:30.893000000|2020-08-27 12:03:14.457000000|1|True
4654|52|235|Ankara Caddesi  Köseköy Mah. Kartepe|     Bayraktar Mah. Izmit|54,00|5|40,754650|30,003075|40,770324|30,111250|True|41T4058 |False|2020-08-27 11:52:54.750000000|2020-08-27 12:12:16.543000000|1|True
4655|53|191|Çýnarcýk Sokak 28 Mehmetaða Mah. Baþiskele|     Tepecik Mah. Basiskele|18,00|5|40,726192|29,994106|40,711747|29,994120|True|41T4057 |False|2020-08-27 11:53:17.893000000|2020-08-27 12:01:12.417000000|1|True
4656|54|268|Beray Sokak 62 Kullar Yakacýk Mah. Baþiskele|  Karamürsel Caddesi  Yaylacik Mah. Basiskele|16,00|5|40,719153|29,978681|40,731700|29,969811|True|41T4024 |False|2020-08-27 11:53:34.627000000|2020-08-27 12:00:02.103000000|1|True
4657|57|287|Süleymaniye Caddesi 22 Rahmiye Mah. Kartepe|  Hürler Caddesi 99 Fatih Mah. Basiskele|33,00|5|40,712466|30,012449|40,695563|29,967833|True|41T4022 |False|2020-08-27 11:54:47.113000000|2020-08-27 12:08:16.427000000|1|True
4658|58|180|  Ovacýk Mah. Baþiskele|  Baglar Caddesi 92 Fatih Mah. Basiskele|27,00|5|40,736176|29,982812|40,692088|29,970611|True|41T4080 |False|2020-08-27 11:55:33.223000000|2020-08-27 12:04:54.163000000|1|True
4659|61|240|Kore Caddesi 25 Alikahya Atatürk Mah. Izmit| Kullar Cad 297 Karadenizliler Mah. Basiskele|42,00|5|40,774403|30,028927|40,746242|29,971539|True|41T4087 |False|2020-08-27 12:00:51.920000000|2020-08-27 12:14:13.427000000|1|True
4660|37|188|Doðantepe Vatan Cad 109 Doðantepe Mah. Baþiskele|    Dumlupinar Mah. Kartepe|38,00|5|40,709300|30,009454|40,761981|30,006887|True|41T4007 |False|2020-08-27 12:01:12.653000000|2020-08-27 12:16:32.163000000|1|True
4661|38|378|Þehitler Caddesi 38 Ertuðul Gazi Mah. Kartepe|Türkler Sokak 4 Yesilyurt Mah. Basiskele|54,00|5|40,752425|30,038739|40,721985|29,966257|True|41T4065 |False|2020-08-27 12:01:38.483000000|2020-08-27 12:15:40.147000000|1|True
4662|41|306|Millet Caddesi 24–26 Dumlupýnar Mah. Kartepe|  Karadenizliler Mah. Basiskele|40,00|5|40,752823|30,029949|40,745432|29,968939|True|41T4103 |False|2020-08-27 12:02:05.140000000|2020-08-27 12:12:15.523000000|1|True
4663|46|187|Dut Sokak 8 Rahmiye Mah. Kartepe|Kanalyolu Caddesi 129-3 Mahmutpasa Mah. Basiskele|28,00|5|40,713987|30,009821|40,733523|29,961510|True|41T4085 |False|2020-08-27 12:02:21.327000000|2020-08-27 12:12:34.653000000|1|True
4664|47|403|Turnaoðlu Caddesi 227 Alikahya Atatürk Mah. Izmit|Yeni Yol Caddesi 15 Ovacik Mah. Basiskele|52,00|5|40,784645|30,039762|40,730691|29,993158|True|41T4032 |False|2020-08-27 12:02:36.703000000|2020-08-27 12:27:34.517000000|1|True
4665|48|331|  Ovacýk Mah. Baþiskele|Yeni Demiryolu Caddesi 56 Köseköy Mah. Kartepe|17,00|5|40,738352|29,988258|40,749560|30,006968|True|41T4011 |False|2020-08-27 12:02:51.907000000|2020-08-27 12:08:42.427000000|1|True
4666|49|199|  Ovacýk Mah. Baþiskele|Barbaros Caddesi 70 Karadenizliler Mah. Basiskele|18,00|5|40,730760|29,997079|40,738341|29,970350|True|41T4061 |False|2020-08-27 12:03:07.500000000|2020-08-27 12:12:15.247000000|1|True
